PMID	Year	Title	MeshTerm
10201975	1999	The dependence for leukocyte function-associated antigen-1/ICAM-1 interactions in T cell activation cannot be overcome by expression of high density TCR ligand.	Animals,Antigen Presentation,CD4-Positive T-Lymphocytes,Histocompatibility Antigens Class II,Intercellular Adhesion Molecule-1,Ligands,Lymphocyte Activation,Lymphocyte Function-Associated Antigen-1,Mice,Ovalbumin,Peptides,Receptors, Antigen, T-Cell,Signal Transduction,Transfection,Tumor Cells, Cultured
10201978	1999	Negative regulation of c-kit-mediated cell proliferation by Fc gamma RIIB.	Animals,Antigens, CD,Bone Marrow Cells,Cell Division,Down-Regulation,Growth Inhibitors,Immune Sera,Lymphocyte Activation,Mast Cells,Mice,Mice, Inbred C57BL,Phosphatidylinositol-3,4,5-Trisphosphate 5-Phosphatases,Phosphoric Monoester Hydrolases,Phosphorylation,Proto-Oncogene Proteins c-kit,Receptor Aggregation,Receptors, IgG,Thymidine,src Homology Domains
10201981	1999	TNF receptor-associated factor-2 is involved in both IL-1 beta and TNF-alpha signaling cascades leading to NF-kappa B activation and IL-8 expression in human intestinal epithelial cells.	Adenoviruses, Human,Cell Transformation, Viral,Epithelial Cells,Gene Expression Regulation,Genetic Vectors,HT29 Cells,Humans,Interleukin-1,Interleukin-8,Intestinal Mucosa,NF-kappa B,Proteins,Receptors, Tumor Necrosis Factor,Signal Transduction,TNF Receptor-Associated Factor 2,Tumor Necrosis Factor-alpha
10201982	1999	Antigen receptor engagement selectively induces macrophage inflammatory protein-1 alpha (MIP-1 alpha) and MIP-1 beta chemokine production in human B cells.	Antibodies, Anti-Idiotypic,B-Lymphocyte Subsets,CD40 Antigens,Cell Line,Chemokine CCL4,Chemotaxis, Leukocyte,Child,Coculture Techniques,Dendritic Cells,Germinal Center,Humans,Immunoglobulin M,Interleukin-8,Lymphocyte Activation,Macrophage Inflammatory Proteins,Palatine Tonsil,RNA, Messenger,Receptors, Antigen, B-Cell,T-Lymphocytes,Up-Regulation
10201983	1999	Aberrant CD3- and CD28-mediated signaling events in cord blood T cells are associated with dysfunctional regulation of Fas ligand-mediated cytotoxicity.	Antibodies, Monoclonal,Bone Marrow Cells,CD28 Antigens,CD3 Complex,Cytotoxicity, Immunologic,Fas Ligand Protein,Fetal Blood,Humans,Ligands,Lymphocyte Activation,Lymphocyte Culture Test, Mixed,Membrane Glycoproteins,Signal Transduction,T-Lymphocyte Subsets,fas Receptor
10201985	1999	T cell immunity induced by allogeneic microglia in relation to neuronal retina transplantation.	Animals,Anterior Chamber,Antigen-Presenting Cells,Antigens, Surface,Ascitic Fluid,Cells, Cultured,Cytokines,Hypersensitivity, Delayed,Injections, Subcutaneous,Interleukin-12,Isoantigens,Lymphocyte Activation,Mice,Mice, Inbred BALB C,Mice, Inbred C57BL,Microglia,Neurons,Retina,T-Lymphocyte Subsets,Transforming Growth Factor beta
10201986	1999	CD28 costimulation is crucial for the development of spontaneous autoimmune encephalomyelitis.	Amino Acid Sequence,Animals,Autoantigens,CD28 Antigens,CD4-Positive T-Lymphocytes,Cell Differentiation,Cytokines,Dose-Response Relationship, Immunologic,Encephalomyelitis, Autoimmune, Experimental,Lymphocyte Activation,Mice,Mice, Inbred Strains,Mice, Transgenic,Molecular Sequence Data,Myelin Basic Protein,T-Lymphocyte Subsets
10201989	1999	Differential cytokine and chemokine gene expression by human NK cells following activation with IL-18 or IL-15 in combination with IL-12: implications for the innate immune response.	CD56 Antigen,Chemokine CCL4,Chemokines,Cytokines,Dose-Response Relationship, Immunologic,Drug Combinations,Gene Expression Regulation,Granulocyte-Macrophage Colony-Stimulating Factor,Humans,Immunity, Cellular,Immunophenotyping,Interferon-gamma,Interleukin-10,Interleukin-12,Interleukin-15,Interleukin-18,Interleukin-18 Receptor alpha Subunit,Interphase,Killer Cells, Natural,Lymphocyte Activation,Lymphocyte Subsets,Macrophage Inflammatory Proteins,Receptors, Interleukin,Receptors, Interleukin-18,Recombinant Proteins,Transcription, Genetic,Tumor Necrosis Factor-alpha
10201991	1999	Bystander virus infection prolongs activated T cell survival.	Animals,CD4-Positive T-Lymphocytes,Cell Death,Cell Survival,Cells, Cultured,Cytokines,Enterotoxins,Female,Lymph Nodes,Lymphocyte Activation,Mice,Mice, Inbred C57BL,Proto-Oncogene Proteins c-bcl-2,Receptors, Antigen, T-Cell, alpha-beta,Staphylococcus aureus,Superantigens,T-Lymphocyte Subsets,Time Factors,Transcription, Genetic,Vaccinia,bcl-X Protein,fas Receptor
10201994	1999	Unique superantigen activity of staphylococcal exfoliative toxins.	Animals,Cells, Cultured,Clone Cells,Epitopes, T-Lymphocyte,Exfoliatins,Gene Expression Regulation,Genes, T-Cell Receptor beta,Humans,Immunophenotyping,Injections, Intravenous,Lymphocyte Activation,Lymphocyte Count,Mice,Mice, Inbred C3H,Models, Molecular,Rabbits,Superantigens,T-Lymphocytes
10201997	1999	Pancreatic infiltration but not diabetes occurs in the relative absence of MHC class II-restricted CD4 T cells: studies using NOD/CIITA-deficient mice.	Adoptive Transfer,Animals,B-Lymphocytes,CD4-Positive T-Lymphocytes,CD8-Positive T-Lymphocytes,Cell Movement,Clone Cells,Crosses, Genetic,Diabetes Mellitus, Type 1,Female,Histocompatibility Antigens Class II,Lymphocyte Activation,Mice,Mice, Inbred C57BL,Mice, Inbred NOD,Mice, Knockout,Mice, SCID,Nuclear Proteins,Pancreas,Spleen,T-Lymphocyte Subsets,Trans-Activators
10201996	1999	TGF-beta 1 prevents the noncognate maturation of human dendritic Langerhans cells.	Antigens, CD,CD40 Antigens,CD40 Ligand,Cell Differentiation,Cell Movement,Cells, Cultured,Down-Regulation,Growth Inhibitors,Humans,Immunophenotyping,Interleukin-1,Interleukin-10,Interleukin-12,Langerhans Cells,Ligands,Lipopolysaccharides,Lymphocyte Activation,Membrane Glycoproteins,Monocytes,Pinocytosis,Receptors, Tumor Necrosis Factor,Receptors, Tumor Necrosis Factor, Type I,T-Lymphocytes,Tetanus Toxin,Transforming Growth Factor beta,Tumor Necrosis Factor-alpha
10202019	1999	Actinobacillus actinomycetemcomitans immunosuppressive protein is a member of the family of cytolethal distending toxins capable of causing a G2 arrest in human T cells.	Aggregatibacter actinomycetemcomitans,Amino Acid Sequence,Bacterial Toxins,Base Sequence,CDC2 Protein Kinase,G2 Phase,HeLa Cells,Humans,Immunosuppressive Agents,Lymphocyte Activation,Molecular Sequence Data,Peptide Fragments,Sequence Homology, Amino Acid,T-Lymphocytes
28442019	2017	Progress of c-MET Signaling Pathway and TKIs in Non-small Cell Lung Cancer.	Animals,Antineoplastic Agents,Carcinoma, Non-Small-Cell Lung,ErbB Receptors,Humans,Lung Neoplasms,Protein Kinase Inhibitors,Proto-Oncogene Proteins c-met,Signal Transduction
7112019	1982	Treatment of cutaneous carcinomas.	Carcinoma,Humans,Methods,Precancerous Conditions,Radiation Protection,Risk,Skin Neoplasms
14952019	1952	Observations on the pharmacologic responses of Voerner's nevus anemicus.	Humans,Nevus,Nevus, Pigmented,Skin Neoplasms
26902019	2015	Feasibility of Reduced Port Laparoscopic Colectomy for Colon Cancer.	Adult,Aged,Aged, 80 and over,Cohort Studies,Colectomy,Colonic Neoplasms,Feasibility Studies,Female,Humans,Laparoscopy,Length of Stay,Male,Middle Aged,Operative Time,Postoperative Complications,Retrospective Studies,Treatment Outcome
17582019	2007	Remapping the body: learning to eat again after surgery for esophageal cancer.	Adaptation, Psychological,Aged,Eating,Esophageal Neoplasms,Esophagectomy,Feeding and Eating Disorders,Female,Humans,Interviews as Topic,Male,Middle Aged,Nutritional Status,Pilot Projects,Postoperative Period,Recovery of Function,Surveys and Questionnaires,Time Factors,Weight Loss
22120196	2012	Clinical evidence for an association between familial adenomatous polyposis and type II diabetes.	Adenomatous Polyposis Coli,Adult,Aged,Diabetes Mellitus, Type 2,Humans,Middle Aged,Prevalence
23152019	2012	Assessment of contracted bladder following intravesical instillation of BCG (Japan).	Administration, Intravesical,Adult,Aged,BCG Vaccine,Female,Humans,Japan,Male,Middle Aged,Urinary Bladder Diseases,Urinary Bladder Neoplasms
8162019	1994	Assignment of a second locus for multiple exostoses to the pericentromeric region of chromosome 11.	Bone Neoplasms,Centromere,Chromosome Deletion,Chromosome Mapping,Chromosomes, Human, Pair 11,Chromosomes, Human, Pair 8,Exostoses, Multiple Hereditary,Female,Genetic Linkage,Genetic Markers,Humans,Langer-Giedion Syndrome,Lod Score,Male,Osteosarcoma,Pedigree,Recombination, Genetic
15602019	2005	Palifermin improves oral mucositis after high dose chemotherapy and radiotherapy plus stem cell transplantation in people with haematological cancers.	
14620193	2003	Adenoid cystic carcinoma of the lacrimal gland.	Antineoplastic Combined Chemotherapy Protocols,Carboplatin,Carcinoma, Adenoid Cystic,Child,Combined Modality Therapy,Eye Neoplasms,Female,Fluorouracil,Humans,Lacrimal Apparatus
14620194	2003	Chromosomal rearrangement in Down syndrome with acute myeloid leukemia.	Antineoplastic Combined Chemotherapy Protocols,Child, Preschool,Chromosome Aberrations,Chromosome Deletion,Cytarabine,Daunorubicin,Down Syndrome,Female,Humans,Leukemia, Monocytic, Acute,Thioguanine,Translocation, Genetic
14620197	2003	Review of spinal epidural cavernous hemangioma.	Adolescent,Adult,Aged,Child,Child, Preschool,Epidural Neoplasms,Female,Hemangioma, Cavernous, Central Nervous System,Humans,Male,Middle Aged
20195092	2010	Banking of the DIEP flap: a "previously described new technique".	Abdominal Muscles,Breast Neoplasms,Female,Humans,Mammaplasty,Mastectomy,Tissue Banks,Tissue and Organ Harvesting
20887172	2010	Celiac disease: an underappreciated issue in women&#x2019;s health.	Bone Density,Celiac Disease,Diet, Gluten-Free,Female,Fertility,Glutens,Humans,Pregnancy,Pregnancy Outcome,Prevalence,Women's Health
20198375	2010	The clinical spectrum of Blake's pouch cyst.	Brain Diseases,Cranial Fossa, Posterior,Cysts,Humans
27320194	2016	N-Cadherin and Fibroblast Growth Factor Receptors crosstalk in the control of developmental and cancer cell migrations.	Animals,Antigens, CD,Cadherins,Cell Movement,Humans,Neoplasm Metastasis,Neoplasm Proteins,Neoplasms,Receptors, Fibroblast Growth Factor,Signal Transduction
26720195	2016	Effect of Multiple Sclerosis Disease-Modifying Therapies on B Cells and Humoral Immunity.	Animals,B-Lymphocytes,Cytokines,Humans,Immunity, Humoral,Immunosuppressive Agents,Multiple Sclerosis,Recurrence
18201900	2008	Different Ca2+ affinities and functional implications of the two synaptic adhesion molecules cadherin-11 and N-cadherin.	Actins,Adenocarcinoma,Animals,CHO Cells,Cadherins,Calcium,Cell Line, Tumor,Cricetinae,Cricetulus,Gene Expression Regulation,Green Fluorescent Proteins,Humans,Mice,Microscopy, Atomic Force,Optical Tweezers,Transfection
18201919	2008	Combination of chemotherapy or targeted therapies with radiotherapy in 2007.	Antineoplastic Agents,Chemotherapy, Adjuvant,ErbB Receptors,Humans,Neoplasms,Radiotherapy Dosage,Radiotherapy, Adjuvant
18201936	2008	Primary thoracolumbar Ewing's sarcoma presenting as isolated epidural mass.	Adolescent,Antineoplastic Combined Chemotherapy Protocols,Bone Neoplasms,Combined Modality Therapy,Diagnosis, Differential,Epidural Neoplasms,Epidural Space,Humans,Lumbar Vertebrae,Magnetic Resonance Imaging,Male,Neurosurgical Procedures,Radiotherapy,Sarcoma, Ewing,Thoracic Vertebrae
18201938	2008	Systemic iodine 125 activity after GliaSite brachytherapy: safety considerations.	Brachytherapy,Brain Neoplasms,Catheters, Indwelling,Equipment Contamination,Equipment Failure,Female,Humans,Iodine Radioisotopes,Radiation Protection,Retrospective Studies,Urinalysis,Urinary Incontinence
18201939	2008	Salvage prostate brachytherapy for localized prostate cancer failure after external beam radiation therapy.	Aged,Antineoplastic Agents, Hormonal,Brachytherapy,Cohort Studies,Combined Modality Therapy,Disease-Free Survival,Humans,Male,Neoplasm Recurrence, Local,Palladium,Prostate-Specific Antigen,Prostatic Neoplasms,Radiation Injuries,Radioisotopes,Retrospective Studies,Salvage Therapy,Treatment Failure
18201940	2008	Breast conservation surgery and interstitial brachytherapy in the management of locally recurrent carcinoma of the breast: the Allegheny General Hospital experience.	Adult,Aged,Aged, 80 and over,Brachytherapy,Breast Neoplasms,Carcinoma, Intraductal, Noninfiltrating,Carcinoma, Lobular,Cohort Studies,Combined Modality Therapy,Disease-Free Survival,Feasibility Studies,Female,Follow-Up Studies,Humans,Image Processing, Computer-Assisted,Iridium Radioisotopes,Mastectomy, Segmental,Middle Aged,Neoplasm Recurrence, Local
18201958	2008	Multidrug resistance in chronic lymphocytic leukemia.	ATP Binding Cassette Transporter, Subfamily B,ATP Binding Cassette Transporter, Subfamily B, Member 1,Aged,Biomarkers, Tumor,Drug Resistance, Multiple,Drug Resistance, Neoplasm,Female,Flow Cytometry,Gene Expression Regulation, Neoplastic,Genes, MDR,Humans,Kaplan-Meier Estimate,Leukemia, Lymphocytic, Chronic, B-Cell,Male,Middle Aged,Polymerase Chain Reaction,Polymorphism, Single Nucleotide,Predictive Value of Tests
18201974	2008	Multiple roles for the C-terminal tail of the chemokine scavenger D6.	Animals,Arrestins,Cell Line,Cell Transformation, Neoplastic,Chemokine CCL3,Endosomes,Humans,Inflammation,Phosphorylation,Protein Structure, Secondary,Protein Structure, Tertiary,Protein Transport,Receptors, CCR10,beta-Arrestins
18202019	2008	A novel Hsp90 inhibitor to disrupt Hsp90/Cdc37 complex against pancreatic cancer cells.	Adenosine Triphosphate,Animals,Antineoplastic Agents,Cell Cycle Proteins,Cell Line, Tumor,Cell Survival,Chaperonins,Enzyme Inhibitors,HSP90 Heat-Shock Proteins,Homeodomain Proteins,Humans,Mice,Models, Molecular,Molecular Structure,Pancreatic Neoplasms,Proteasome Endopeptidase Complex,Proteasome Inhibitors,Protein Binding,Triterpenes,Tumor Suppressor Proteins,Xenograft Model Antitumor Assays
22019515	2011	Colorectal cancers with microsatellite instability display unique miRNA profiles.	Colorectal Neoplasms,Colorectal Neoplasms, Hereditary Nonpolyposis,Diagnosis, Differential,Humans,Intestinal Mucosa,MicroRNAs,Microsatellite Instability,Protein Array Analysis,Validation Studies as Topic
26462019	2015	YK-4-279 effectively antagonizes EWS-FLI1 induced leukemia in a transgenic mouse model.	Animals,Blotting, Western,Chromatin Immunoprecipitation,Disease Models, Animal,Flow Cytometry,Gene Expression Regulation, Neoplastic,Humans,Immunoenzyme Techniques,Indoles,Leukemia, Erythroblastic, Acute,Mice,Mice, Transgenic,Oncogene Proteins, Fusion,Proto-Oncogene Protein c-fli-1,RNA, Messenger,RNA-Binding Protein EWS,Real-Time Polymerase Chain Reaction,Reverse Transcriptase Polymerase Chain Reaction,Surface Plasmon Resonance
12120190	2001	Solid pseudopapillary neoplasm of the pancreas: report of a case after a 10-year follow-up and review of the literature.	Adult,Carcinoma, Papillary,Female,Follow-Up Studies,Humans,Pancreatic Neoplasms,Time Factors,Tomography, X-Ray Computed,Ultrasonography
18201998	2002	A simple 'paper smear' method for dry collection, transport and storage of cervical cytological specimens for rapid screening of HPV infection by PCR.	DNA, Viral,Electrophoresis, Agar Gel,Female,Gene Amplification,Humans,Mass Screening,Papillomaviridae,Papillomavirus Infections,Polymerase Chain Reaction,Risk Factors,Time Factors,Tumor Virus Infections,Uterine Cervical Neoplasms,Vaginal Smears
13420198	1956	Lymphatic leukemia and tumors.	Leukemia,Leukemia, Lymphoid,Lymphatic Vessels,Neoplasms
7562019	1995	Cisplatin increases sensitivity of human leukemic blasts to triazene compounds.	Adult,Aged,Antineoplastic Combined Chemotherapy Protocols,Blast Crisis,Cisplatin,Dacarbazine,Dose-Response Relationship, Drug,Drug Synergism,Female,Humans,In Vitro Techniques,Leukemia,Leukemia, Megakaryoblastic, Acute,Leukemia, Myeloid, Acute,Leukemia, Myelomonocytic, Acute,Male,Methyltransferases,Middle Aged,O(6)-Methylguanine-DNA Methyltransferase,Pilot Projects,Remission Induction,Temozolomide,Treatment Outcome,Triazenes
23992019	2013	Positive and negative effects of IT on cancer registries.	Health Resources,Health Services Needs and Demand,Humans,Medical Informatics,Patient Care Management,Registries
21922019	2012	Subcapsular orchiectomy in the primary therapy of patients with bone metastasis in advanced prostate cancer: an anachronistic intervention?	
20712019	2010	A pediatric phase I trial and pharmacokinetic study of ispinesib: a Children's Oncology Group phase I consortium study.	Adolescent,Benzamides,Child,Child, Preschool,Drug Administration Schedule,Female,Humans,Hyperbilirubinemia,Infant,Infusions, Intravenous,Kinesin,Maximum Tolerated Dose,Neoplasms,Neutropenia,Quinazolines,Young Adult
20720195	2010	Sonic hedgehog signaling induces vascular smooth muscle cell proliferation via induction of the G1 cyclin-retinoblastoma axis.	Animals,Cell Proliferation,Cells, Cultured,Cyclin D1,Cyclin E,Disease Models, Animal,G1 Phase,Graft Occlusion, Vascular,Hedgehog Proteins,Humans,Hyperplasia,Jugular Veins,Kruppel-Like Transcription Factors,Mice,Mice, Inbred C57BL,Muscle, Smooth, Vascular,Phosphorylation,RNA Interference,Recombinant Fusion Proteins,Retinoblastoma Protein,S Phase,Saphenous Vein,Signal Transduction,Veratrum Alkaloids,Zinc Finger Protein Gli2
20720198	2010	Pronounced virus-dependent activation drives exhaustion but sustains IFN-γ transcript levels.	Acute Disease,Animals,CD4-Positive T-Lymphocytes,CD8-Positive T-Lymphocytes,Cell Survival,Chronic Disease,Gene Knock-In Techniques,Gene Silencing,Genes, Reporter,Interferon-gamma,Lymphocyte Activation,Lymphocytic Choriomeningitis,Lymphocytic choriomeningitis virus,Mice,Mice, Inbred C57BL,Mice, Knockout,Mice, Transgenic,Stem Cells,Thy-1 Antigens,Transcription, Genetic,Up-Regulation,Virus Activation
20194850	2010	Radiosensitizing drugs: lessons to be learned from the oxaliplatin story.	Antineoplastic Combined Chemotherapy Protocols,Capecitabine,Chemotherapy, Adjuvant,Combined Modality Therapy,Deoxycytidine,Fluorouracil,Humans,Organoplatinum Compounds,Oxaliplatin,Radiotherapy, Adjuvant,Rectal Neoplasms,Treatment Outcome
20194850	2010	Are we ready to use an early alternative end point as the primary end point of a phase III study in rectal cancer?	Antineoplastic Combined Chemotherapy Protocols,Capecitabine,Chemotherapy, Adjuvant,Clinical Trials, Phase III as Topic,Combined Modality Therapy,Deoxycytidine,Fluorouracil,Humans,Organoplatinum Compounds,Oxaliplatin,Radiotherapy, Adjuvant,Randomized Controlled Trials as Topic,Rectal Neoplasms,Treatment Outcome
30121622	2019	CHI3L1 results in poor outcome of ovarian cancer by promoting properties of stem-like cells.	
30121621	2019	Molecular basis of distinct oestrogen responses in endometrial and breast cancer.	
30121624	2019	DDR1 regulates thyroid cancer cell differentiation via IGF-2/IR-A autocrine signaling loop.	
30124005	2019	Identification of A Gene Set Associated with Colorectal Cancer in Microarray Data Using The Entropy Method.	
30124231	2019	Is the cancer survival improvement in European and American adolescent and young adults still lagging behind that in children?	
30125992	2019	Transcriptome mining of non-BRCA1/A2 and BRCA1/A2 familial breast cancer.	
30125994	2019	Low expression of ENC1 predicts a favorable prognosis in patients with ovarian cancer.	
30132794	2019	An aptasensor for rapid and sensitive detection of estrogen receptor alpha in human breast cancer.	
30132854	2019	Combination therapy with KRAS siRNA and EGFR inhibitor AZD8931 suppresses lung cancer cell growth in vitro.	
30132864	2019	HPV16 E7-induced upregulation of KDM2A promotes cervical cancer progression by regulating miR-132-radixin pathway.	
30132865	2019	Antitumor activity of cell-penetrant kinin B1 receptor antagonists in human triple-negative breast cancer cells.	
30132866	2019	CP-31398 inhibits the progression of cervical cancer through reversing the epithelial mesenchymal transition via the downregulation of PAX2s.	
30132876	2019	Intratumor lactate levels reflect HER2 addiction status in HER2-positive breast cancer.	
30132886	2019	CircRBMS3 promotes gastric cancer tumorigenesis by regulating miR-153-SNAI1 axis.	
30132888	2019	Global estimate of gastric cancer in Helicobacter pylori-infected population: A systematic review and meta-analysis.	
30139313	2019	Informed consent for end-of-life chemotherapy in cancer patients: To what extent should we inform patients of our personal opinion?	
30139768	2019	Antitumor effects of anlotinib in thyroid cancer.	
30141201	2019	Standardization of CTC AR-V7 PCR assay and evaluation of its role in castration resistant prostate cancer progression.	
30141208	2019	Association of genetic variation of the six gene prognostic model for castration-resistant prostate cancer with survival.	
30144069	2019	Serine/threonine kinase 31 promotes PDCD5-mediated apoptosis in p53-dependent human colon cancer cells.	
30145802	2019	AZD9291 promotes autophagy and inhibits PI3K/Akt pathway in NSCLC cancer cells.	
30145816	2019	Activation of type 4 metabotropic glutamate receptor promotes cell apoptosis and inhibits proliferation in bladder cancer.	
30145819	2019	Inhibitory role of large intergenic noncoding RNA-ROR on tamoxifen resistance in the endocrine therapy of breast cancer by regulating the PI3K/Akt/mTOR signaling pathway.	
30145828	2019	The effect of ICRT-3 on Wnt signaling pathway in head and neck cancer.	
30146692	2019	The viral approach to breast cancer immunotherapy.	
30146724	2019	MicroRNAs in cancer drug resistance: Basic evidence and clinical applications.	
30146796	2019	Loss of exosomal miR-148b from cancer-associated fibroblasts promotes endometrial cancer cell invasion and cancer metastasis.	
12019017	2002	Hereditary cleft lip/palate and Wilms tumor: a rare association.	Adult,Cleft Lip,Cleft Palate,Female,Follow-Up Studies,Genes, Dominant,Humans,Infant,Karyotyping,Kidney Neoplasms,Male,Pedigree,Wilms Tumor
12019035	2002	Sub-lethal radiation enhances anti-tumor immunotherapy in a transgenic mouse model of pancreatic cancer.	Adoptive Transfer,Animals,Combined Modality Therapy,Disease Models, Animal,Humans,Immunotherapy, Adoptive,Lymphocytes, Tumor-Infiltrating,Male,Mice,Mice, Inbred C3H,Mice, Inbred C57BL,Mice, Transgenic,Pancreatic Neoplasms,Survival Analysis
12019034	2002	Timed sequential chemotherapy with concomitant granulocyte colony-stimulating factor for high-risk acute myelogenous leukemia: a single arm clinical trial.	Acute Disease,Adult,Aged,Antineoplastic Combined Chemotherapy Protocols,Cell Count,Cytarabine,Drug Administration Schedule,Etoposide,Female,Granulocyte Colony-Stimulating Factor,Humans,Leukemia, Myeloid,Male,Middle Aged,Mitoxantrone,Neutrophils,Platelet Count,Risk Factors,Survival Rate,Time Factors,Treatment Outcome
12019082	2002	Pharmacology of beta-L-thymidine and beta-L-2'-deoxycytidine in HepG2 cells and primary human hepatocytes: relevance to chemotherapeutic efficacy against hepatitis B virus.	Antiviral Agents,Carcinoma, Hepatocellular,Chromatography, High Pressure Liquid,Deoxycytidine,Half-Life,Hepatitis B,Hepatitis B virus,Hepatocytes,Humans,Liver Neoplasms,Phosphorylation,Thymidine,Tumor Cells, Cultured
12019144	2002	Antitumor effects in mice of low-dose (metronomic) cyclophosphamide administered continuously through the drinking water.	Administration, Oral,Angiogenesis Inhibitors,Animals,Antibodies,Antineoplastic Agents, Alkylating,Breast Neoplasms,Cell Division,Cyclophosphamide,Dose-Response Relationship, Drug,Drinking,Female,HT29 Cells,Humans,Male,Mice,Mice, Nude,Mice, SCID,Prostatic Neoplasms,Receptor Protein-Tyrosine Kinases,Receptors, Growth Factor,Receptors, Vascular Endothelial Growth Factor,Tumor Cells, Cultured,Xenograft Model Antitumor Assays
12019145	2002	Identification of a novel breast- and salivary gland-specific, mucin-like gene strongly expressed in normal and tumor human mammary epithelium.	Biomarkers, Tumor,Breast Neoplasms,Carcinoma, Ductal, Breast,Epithelial Cells,Gene Expression,Humans,Mucin-1,Organ Specificity,RNA, Messenger,Reverse Transcriptase Polymerase Chain Reaction,Salivary Glands,Tumor Cells, Cultured
12019146	2002	Selective loss of heterozygosity in multiple breast cancers from a carrier of mutations in both BRCA1 and BRCA2.	Adult,Alleles,Breast Neoplasms,Female,Gene Expression Regulation, Neoplastic,Gene Silencing,Genes, BRCA1,Genes, BRCA2,Genetic Predisposition to Disease,Germ-Line Mutation,Heterozygote,Humans,Jews,Loss of Heterozygosity,Middle Aged
12019148	2002	Placental growth factor is a survival factor for tumor endothelial cells and macrophages.	Animals,Cattle,Cell Survival,Chromosomal Proteins, Non-Histone,Endothelium, Vascular,Glioma,Humans,Inhibitor of Apoptosis Proteins,Macrophages,Mice,Mice, Nude,Microtubule-Associated Proteins,Neoplasm Proteins,Placenta Growth Factor,Pregnancy Proteins,Rats,Survivin,Up-Regulation
12019147	2002	Oncogenic beta-catenin is required for bone morphogenetic protein 4 expression in human cancer cells.	Bone Morphogenetic Protein 4,Bone Morphogenetic Proteins,Colonic Neoplasms,Cytoskeletal Proteins,DNA-Binding Proteins,Gene Expression Regulation, Neoplastic,Genes, APC,Humans,Lymphoid Enhancer-Binding Factor 1,Mutation,Oncogenes,Trans-Activators,Transcription Factors,Transcriptional Activation,Transfection,Tumor Cells, Cultured,beta Catenin
12019149	2002	Prolonged survival and decreased invasive activity attributable to dipeptidyl peptidase IV overexpression in ovarian carcinoma.	Animals,Cell Division,Cell Movement,Cell Survival,Cystadenocarcinoma, Serous,Dipeptidyl Peptidase 4,Female,Humans,Mice,Mice, Inbred BALB C,Mice, Nude,Neoplasm Invasiveness,Ovarian Neoplasms,Peritoneal Neoplasms,Peritonitis,Transfection,Tumor Cells, Cultured
12019150	2002	Microsatellite instability of germ cell tumors is associated with resistance to systemic treatment.	Adaptor Proteins, Signal Transducing,Adolescent,Adult,Aged,Antineoplastic Combined Chemotherapy Protocols,Carrier Proteins,Cisplatin,DNA, Neoplasm,DNA-Binding Proteins,Disease-Free Survival,Drug Resistance, Neoplasm,Germinoma,Humans,Immunohistochemistry,Male,Microsatellite Repeats,Middle Aged,MutL Protein Homolog 1,MutS Homolog 2 Protein,Neoplasm Proteins,Nuclear Proteins,Proto-Oncogene Proteins,Seminoma,Testicular Neoplasms
12019151	2002	p16(INK4a) and p53 deficiency cooperate in tumorigenesis.	Animals,Cell Division,Cell Transformation, Neoplastic,Cells, Cultured,Cyclin-Dependent Kinase Inhibitor p16,DNA Methylation,Female,Fibroblasts,Humans,Male,Mice,Mutation,Neoplasms, Experimental,Promoter Regions, Genetic,Tumor Suppressor Protein p53
12019153	2002	Chemotherapy inhibits skeletal muscle ubiquitin-proteasome-dependent proteolysis.	Adenocarcinoma,Animals,Antineoplastic Agents,Cachexia,Cisplatin,Colonic Neoplasms,Cysteine Endopeptidases,Female,Ifosfamide,Male,Mice,Mice, Inbred BALB C,Multienzyme Complexes,Muscle Proteins,Muscle Weakness,Muscle, Skeletal,Nitrosourea Compounds,Proteasome Endopeptidase Complex,RNA, Messenger,Rats,Rats, Inbred F344,Ubiquitin
12019155	2002	Myeloid leukemias have increased activity of the nonhomologous end-joining pathway and concomitant DNA misrepair that is dependent on the Ku70/86 heterodimer.	Antigens, Nuclear,Chromosome Aberrations,DNA Damage,DNA Helicases,DNA Repair,DNA, Neoplasm,DNA-Binding Proteins,Dimerization,HL-60 Cells,Humans,K562 Cells,Ku Autoantigen,Leukemia, Myeloid,Nuclear Proteins
12019154	2002	Transforming growth factor beta signaling is disabled early in human endometrial carcinogenesis concomitant with loss of growth inhibition.	Adult,Cell Division,DNA-Binding Proteins,Endometrial Neoplasms,Endometrium,Female,Frameshift Mutation,Humans,Immunohistochemistry,Middle Aged,Protein-Serine-Threonine Kinases,RNA, Messenger,Receptor, Transforming Growth Factor-beta Type II,Receptors, Transforming Growth Factor beta,Signal Transduction,Smad2 Protein,Trans-Activators,Transforming Growth Factor beta,Tumor Cells, Cultured
12019156	2002	Lack of ductal development in the absence of functional estrogen receptor alpha delays mammary tumor formation induced by transgenic expression of ErbB2/neu.	Animals,Estrogen Receptor alpha,Female,Male,Mammary Neoplasms, Experimental,Mammary Tumor Virus, Mouse,Mice,Mice, Knockout,Mice, Transgenic,Progesterone,Receptor, ErbB-2,Receptors, Estrogen
12019157	2002	Connexin 43 suppresses human glioblastoma cell growth by down-regulation of monocyte chemotactic protein 1, as discovered using protein array technology.	Cell Division,Chemokine CCL2,Connexin 43,Cytokines,Down-Regulation,Gene Expression Profiling,Glioblastoma,Humans,Oligonucleotide Array Sequence Analysis,Transfection
